Age,Gender,Education Level,Job Title,Years of Experience,Salary
52,Female,PhD,HR Manager,10,120515.33
30,Female,PhD,Product Manager,0,117648.48
59,Male,PhD,Data Analyst,29,172808.43
50,Female,Bachelor's,Business Analyst,4,70412.21
21,Female,High School,Product Manager,1,42144.67
38,Male,PhD,Graphic Designer,1,86744.58
35,Male,Bachelor's,Graphic Designer,11,85531.77
50,Male,Bachelor's,Content Writer,22,103316.44
30,Female,High School,Frontend Developer,11,57143.39
18,Female,High School,Network Engineer,0,42060.79
34,Male,Bachelor's,Backend Developer,1,77037.32
18,Male,High School,Graphic Designer,0,28746.6
23,Male,High School,Data Scientist,5,54818.97
60,Female,PhD,UX Designer,6,109952.67
47,Male,Bachelor's,Financial Analyst,13,93778.61
28,Female,Bachelor's,Sales Manager,2,74353.6
30,Female,High School,Financial Analyst,3,48846.46
26,Male,High School,Data Analyst,5,57191.05
34,Male,PhD,Business Analyst,5,106823.58
28,Female,High School,Graphic Designer,10,68728.63
43,Female,Bachelor's,Graphic Designer,5,55725.92
32,Male,PhD,Account Manager,2,102684.94
54,Male,Bachelor's,Software Engineer,0,66918.33
27,Female,High School,Network Engineer,3,47881.92
45,Female,Bachelor's,HR Manager,15,95751.24
46,Male,Bachelor's,Financial Analyst,6,87824.64
49,Female,PhD,UX Designer,4,104750.3
34,Female,High School,Network Engineer,13,88078.31
45,Male,Master's,Research Scientist,7,109798.93
25,Female,High School,Data Engineer,3,47488.34
20,Male,High School,HR Manager,1,45285.08
22,Male,High School,Data Analyst,1,45657.08
37,Female,Bachelor's,Supply Chain Manager,2,71705.06
47,Male,PhD,Financial Analyst,5,112054.07
42,Female,Master's,Content Writer,18,110016.01
39,Male,Bachelor's,DevOps Engineer,15,105109.3
55,Female,PhD,Network Engineer,16,152142.86
52,Female,Bachelor's,Backend Developer,0,76955.7
58,Male,Master's,Business Analyst,9,90538.79
57,Female,PhD,Project Manager,9,119271.87
28,Female,High School,HR Manager,2,47713.88
34,Male,Bachelor's,Data Engineer,0,67796.91
54,Female,PhD,Machine Learning Engineer,12,155312.34
47,Male,PhD,Backend Developer,18,182514.97
30,Male,High School,HR Manager,9,40956.36
44,Female,PhD,Content Writer,11,98843.62
55,Male,PhD,Financial Analyst,23,155307.83
30,Male,PhD,Customer Service Manager,1,80962.66
37,Male,PhD,Account Manager,4,96344.58
22,Male,Bachelor's,Content Writer,0,42117.68
34,Female,High School,Sales Manager,6,44098.45
44,Female,PhD,Operations Manager,9,119314.43
21,Male,High School,Business Analyst,2,49448.63
47,Female,Bachelor's,Software Engineer,22,141180.38
21,Female,High School,Data Engineer,0,42550.58
46,Male,PhD,Sales Manager,13,123441.93
53,Male,Bachelor's,Frontend Developer,11,99596.75
33,Male,Bachelor's,Supply Chain Manager,3,70787.34
50,Male,Master's,Content Writer,14,107311.13
27,Male,Bachelor's,Machine Learning Engineer,2,84065.89
25,Female,High School,Graphic Designer,7,51057.64
18,Female,High School,Network Engineer,0,51621.12
21,Male,High School,Machine Learning Engineer,1,48212.94
55,Female,Master's,Account Manager,30,139293.53
44,Female,Master's,Graphic Designer,7,88302.68
52,Male,PhD,DevOps Engineer,19,181124.48
32,Female,High School,Supply Chain Manager,13,58877.91
23,Female,Bachelor's,Customer Service Manager,0,46804.71
58,Female,PhD,Graphic Designer,16,119452.61
22,Male,Bachelor's,Content Writer,0,42436.88
52,Female,Master's,Machine Learning Engineer,7,124384.52
29,Female,High School,Graphic Designer,6,57323.72
46,Male,PhD,Data Engineer,6,120169.98
22,Male,High School,Project Manager,3,59244.48
38,Male,PhD,Full Stack Developer,7,117730.41
37,Male,Bachelor's,Network Engineer,6,89907.65
31,Male,High School,Sales Manager,11,59987.5
48,Female,Master's,Financial Analyst,24,143969.89
22,Female,High School,Data Analyst,4,36874.94
38,Male,Master's,Content Writer,14,85290.74
63,Male,PhD,Financial Analyst,27,191385.07
31,Male,Master's,Product Manager,4,114884.06
29,Male,Bachelor's,UX Designer,5,77231.73
64,Female,PhD,Data Scientist,0,123867.87
55,Female,PhD,Graphic Designer,10,107716.71
55,Male,Bachelor's,Machine Learning Engineer,14,127622.03
33,Male,Master's,Full Stack Developer,4,108402.91
37,Female,PhD,Marketing Manager,9,126712.59
28,Male,High School,Business Analyst,4,31193.45
41,Female,PhD,Customer Service Manager,7,100973.91
33,Male,Master's,Customer Service Manager,3,70667.96
23,Female,High School,Project Manager,3,57682.65
23,Female,Bachelor's,Backend Developer,1,70100.44
50,Female,PhD,Data Analyst,12,128073.51
47,Male,Bachelor's,UX Designer,3,64114.06
27,Male,High School,Operations Manager,7,62263.72
33,Male,Master's,Supply Chain Manager,3,95640.14
22,Male,Bachelor's,Graphic Designer,0,52999.18
55,Male,PhD,Data Scientist,21,165323.03
29,Male,High School,Data Scientist,7,71878.87
51,Female,Master's,Financial Analyst,4,102724.24
21,Female,High School,Full Stack Developer,1,44498.25
46,Male,Bachelor's,Network Engineer,24,133438.16
52,Female,PhD,DevOps Engineer,8,147473.52
33,Male,High School,Operations Manager,7,54540.18
45,Male,PhD,Machine Learning Engineer,3,129049.49
47,Male,PhD,Product Manager,18,164891.11
28,Male,Master's,Machine Learning Engineer,4,115614.85
32,Male,PhD,Network Engineer,4,117775.28
29,Male,Bachelor's,Software Engineer,2,62976.3
19,Male,High School,Content Writer,0,25000
27,Female,Bachelor's,Network Engineer,4,95078.15
47,Male,Master's,Backend Developer,17,141129.93
25,Male,High School,Data Engineer,4,59255.4
36,Female,PhD,Data Engineer,7,132489.26
58,Male,Master's,Customer Service Manager,32,155785.23
24,Male,Bachelor's,Project Manager,0,69130.14
30,Male,Bachelor's,Operations Manager,8,75094.6
32,Female,PhD,Business Analyst,4,112998.49
38,Female,PhD,Data Analyst,6,130802.14
35,Female,Bachelor's,Content Writer,1,42410.15
45,Male,Bachelor's,Backend Developer,18,116782.8
52,Male,PhD,Data Analyst,0,98216.4
31,Female,Master's,Data Analyst,1,83348.43
41,Male,Master's,Business Analyst,4,91783.13
21,Male,High School,Machine Learning Engineer,3,69842.25
23,Female,High School,Operations Manager,4,42579.49
34,Female,PhD,Customer Service Manager,4,84896.05
30,Male,Master's,UX Designer,0,75897.76
39,Female,PhD,Full Stack Developer,5,130818.04
30,Female,Bachelor's,Operations Manager,2,59354.93
27,Male,Master's,Graphic Designer,2,62779.57
50,Female,Bachelor's,Data Engineer,11,88341.1
41,Male,Master's,Project Manager,13,112753.77
50,Female,Master's,Data Analyst,24,139931.56
20,Male,High School,Data Analyst,2,44898.7
59,Male,Master's,Backend Developer,31,173618.91
52,Male,Bachelor's,Machine Learning Engineer,15,119676.48
31,Female,High School,Financial Analyst,11,68203.26
32,Male,High School,Sales Manager,2,55377.3
27,Female,Master's,Machine Learning Engineer,3,119456.66
45,Female,Bachelor's,Graphic Designer,3,57014.69
27,Female,High School,Project Manager,4,58457.45
37,Female,Master's,HR Manager,0,91296.25
32,Female,High School,Data Scientist,14,73694.38
24,Female,Master's,Project Manager,0,82006.0
47,Male,Bachelor's,Product Manager,11,96896.09
59,Male,PhD,Data Engineer,12,144146.74
33,Male,High School,Network Engineer,0,39834.74
38,Female,Master's,DevOps Engineer,7,112421.75
39,Female,Bachelor's,Graphic Designer,3,65058.04
38,Female,PhD,Supply Chain Manager,2,97842.53
29,Female,Bachelor's,Data Scientist,3,84792.86
47,Female,Bachelor's,Data Scientist,13,109596.73
45,Female,PhD,Full Stack Developer,3,135505.25
36,Female,PhD,Data Engineer,5,129271.59
36,Male,PhD,Software Engineer,1,112982.83
31,Male,Bachelor's,Network Engineer,5,74702.8
51,Male,Master's,Backend Developer,19,138853.33
46,Female,PhD,Data Analyst,9,127413.09
54,Male,Bachelor's,Business Analyst,11,79227.64
26,Female,High School,HR Manager,3,28709.13
34,Male,High School,Operations Manager,5,51532.71
36,Male,Bachelor's,Machine Learning Engineer,1,103180.75
49,Male,Bachelor's,Data Analyst,0,66321.77
30,Female,High School,Customer Service Manager,6,40865.4
51,Male,Master's,Data Engineer,15,126936.99
31,Male,PhD,Business Analyst,2,92215.63
43,Male,PhD,Sales Manager,10,139226.5
18,Female,High School,HR Manager,0,33572.37
31,Female,High School,Full Stack Developer,2,56827.62
45,Male,Master's,Product Manager,9,110338.16
43,Female,Bachelor's,Supply Chain Manager,11,74662.85
39,Male,Master's,Operations Manager,8,86280.03
29,Male,Bachelor's,HR Manager,0,66126.84
34,Female,PhD,Project Manager,0,100769.02
31,Male,Bachelor's,HR Manager,0,31102.89
63,Female,PhD,DevOps Engineer,16,151443.41
32,Female,PhD,Data Engineer,3,130294.94
23,Female,High School,Customer Service Manager,4,46228.83
24,Female,High School,Full Stack Developer,5,56657.75
23,Female,High School,Research Scientist,3,50985.9
37,Male,Master's,Sales Manager,2,75790.16
22,Female,Bachelor's,Project Manager,0,64526.51
59,Male,Master's,Financial Analyst,7,98385.45
35,Female,High School,Data Scientist,7,52543.89
32,Male,Master's,Content Writer,4,55317.75
35,Male,Bachelor's,Software Engineer,8,84767.17
44,Female,Master's,Supply Chain Manager,2,74646.99
48,Female,Bachelor's,UX Designer,19,116421.22
29,Female,High School,Sales Manager,3,43212.51
25,Female,Master's,Content Writer,0,59482.21
50,Female,Bachelor's,Business Analyst,7,86461.53
47,Female,Bachelor's,Financial Analyst,4,72170.39
52,Female,Bachelor's,Sales Manager,2,54284.47
39,Male,PhD,Operations Manager,2,91836.63
25,Male,Master's,Sales Manager,1,82020.22
40,Male,PhD,Data Analyst,1,99111.33
34,Male,PhD,Supply Chain Manager,5,116182.77
21,Female,High School,Software Engineer,3,54018.09
22,Male,High School,Business Analyst,1,40092.62
22,Male,Bachelor's,Research Scientist,0,65367.18
24,Female,High School,Network Engineer,1,35506.13
38,Female,PhD,Full Stack Developer,4,135031.71
58,Male,Master's,Data Scientist,7,120989.09
35,Male,High School,Data Engineer,9,72516.73
25,Male,High School,Backend Developer,0,38326.27
37,Female,PhD,Financial Analyst,5,132458.87
33,Male,High School,Financial Analyst,5,47010.05
27,Male,High School,Account Manager,5,41951.59
19,Male,High School,Backend Developer,0,50291.83
35,Female,Master's,Marketing Manager,10,117047.71
46,Female,Master's,Full Stack Developer,3,97411.48
40,Male,Master's,Marketing Manager,2,88282.36
46,Female,Bachelor's,Data Analyst,14,91064.04
31,Female,High School,Marketing Manager,11,87856.01
46,Female,Bachelor's,Full Stack Developer,11,112956.51
58,Female,PhD,Account Manager,22,147195.14
46,Female,Bachelor's,Research Scientist,13,91561.61
62,Male,PhD,Machine Learning Engineer,34,228964.95
27,Female,Bachelor's,Software Engineer,1,80356.77
23,Female,Bachelor's,Marketing Manager,1,65464.81
47,Female,Master's,Frontend Developer,4,94913.13
48,Male,Bachelor's,Financial Analyst,7,84840.8
46,Male,Bachelor's,Customer Service Manager,23,105747.96
51,Male,PhD,Graphic Designer,1,80064.83
23,Female,Bachelor's,Marketing Manager,0,56032.68
25,Male,High School,Operations Manager,1,43299.15
52,Male,Bachelor's,Supply Chain Manager,23,108000.29
54,Female,Master's,Frontend Developer,13,121167.16
31,Male,Master's,Content Writer,2,52906.46
23,Male,High School,Software Engineer,4,48819.54
63,Female,PhD,Customer Service Manager,16,125839.02
49,Female,Bachelor's,Data Analyst,5,51108.07
35,Male,Bachelor's,Financial Analyst,6,75274.38
39,Male,PhD,Customer Service Manager,11,101451.29
52,Male,PhD,DevOps Engineer,5,137366.29
40,Male,PhD,Product Manager,4,138352.87
25,Female,Master's,Sales Manager,0,83858.32
20,Male,High School,Network Engineer,0,44600.52
24,Female,Bachelor's,Data Analyst,0,57727.06
33,Male,High School,UX Designer,1,44977.56
42,Male,Master's,UX Designer,12,112549.04
50,Male,PhD,UX Designer,4,98761.86
34,Male,High School,Operations Manager,4,53988.97
58,Male,PhD,Project Manager,18,155913.35
20,Male,High School,HR Manager,2,50279.58
32,Female,Bachelor's,Frontend Developer,8,84853.75
51,Female,Master's,Financial Analyst,1,81649.0
26,Female,Bachelor's,Product Manager,1,72746.16
59,Female,Master's,Product Manager,5,102071.75
48,Female,PhD,Sales Manager,5,121790.04
29,Male,Master's,Customer Service Manager,0,68105.34
44,Female,PhD,Network Engineer,15,155035.1
29,Male,Bachelor's,DevOps Engineer,7,80885.74
49,Male,Master's,Frontend Developer,13,108411.62
47,Female,Master's,Data Engineer,2,110222.42
44,Male,PhD,Supply Chain Manager,1,105380.74
22,Female,High School,Machine Learning Engineer,0,36991.74
47,Male,Bachelor's,Machine Learning Engineer,2,90369.09
53,Female,Master's,Product Manager,14,120291.98
23,Male,High School,Machine Learning Engineer,5,62109.47
28,Female,Master's,Account Manager,2,70948.46
41,Female,PhD,Product Manager,11,145853.59
52,Male,Bachelor's,UX Designer,4,69949.83
30,Female,High School,Backend Developer,0,49243.06
23,Female,Bachelor's,Business Analyst,1,59505.54
27,Male,Bachelor's,Business Analyst,1,54678.57
54,Male,PhD,Graphic Designer,16,129282.83
35,Male,Master's,Backend Developer,0,86436.71
34,Female,Bachelor's,Full Stack Developer,5,95207.06
62,Female,PhD,DevOps Engineer,10,157369.26
35,Male,High School,Supply Chain Manager,6,46322.41
42,Male,Bachelor's,Marketing Manager,10,100338.09
48,Female,PhD,Business Analyst,3,95962.93
32,Male,High School,Content Writer,13,40430.36
19,Male,High School,Backend Developer,0,50364.75
46,Female,Bachelor's,HR Manager,6,90416.65
29,Male,High School,Project Manager,5,44701.73
56,Female,Master's,Content Writer,7,85771.46
46,Female,Master's,Data Engineer,17,136200.53
31,Female,Master's,Backend Developer,2,91659.04
49,Female,Bachelor's,Graphic Designer,12,86760.36
46,Male,PhD,Product Manager,3,127481.15
34,Male,PhD,Content Writer,3,84277.39
60,Female,PhD,Backend Developer,2,127037.98
35,Female,PhD,Product Manager,3,139710.88
53,Female,Master's,Software Engineer,13,142974.28
41,Female,Master's,Backend Developer,8,108576.95
22,Male,Bachelor's,Software Engineer,0,85452.85
45,Female,Master's,Financial Analyst,5,101072.1
40,Female,PhD,Data Scientist,9,154080.19
46,Male,Bachelor's,Machine Learning Engineer,23,124535.19
57,Female,Master's,Financial Analyst,10,122905.36
30,Female,High School,Research Scientist,12,80420.98
42,Male,Bachelor's,Data Analyst,6,76703.01
23,Female,Bachelor's,Software Engineer,0,71695.5
51,Female,Bachelor's,Sales Manager,20,108852.92
36,Male,Master's,Supply Chain Manager,8,115804.79
44,Female,PhD,Data Analyst,1,117316.66
21,Male,High School,Product Manager,3,46783.73
40,Male,Bachelor's,Data Analyst,8,94148.72
47,Female,Bachelor's,Software Engineer,3,86213.61
32,Male,PhD,HR Manager,3,99523.13
52,Male,Master's,Sales Manager,25,134084.05
24,Male,Master's,Product Manager,0,118942.28
62,Male,PhD,Data Engineer,0,114908.41
31,Male,Master's,Research Scientist,3,106979.24
35,Female,Bachelor's,Product Manager,13,102631.81
23,Male,Bachelor's,Financial Analyst,1,76372.67
39,Female,Bachelor's,HR Manager,8,81142.75
29,Female,High School,Frontend Developer,11,67467.36
40,Male,PhD,HR Manager,4,95641.97
49,Female,Master's,Sales Manager,3,91676.2
55,Female,PhD,Account Manager,14,106170.62
44,Male,Master's,Account Manager,19,114787.92
47,Male,Master's,Frontend Developer,20,139830.45
24,Female,Bachelor's,Operations Manager,2,53564.57
49,Male,Master's,Sales Manager,0,84594.78
51,Male,Master's,DevOps Engineer,25,160163.8
47,Female,Master's,Product Manager,4,109316.72
28,Female,High School,HR Manager,0,25000
26,Female,Bachelor's,Account Manager,3,62825.13
55,Male,Bachelor's,Research Scientist,13,96580.72
31,Female,High School,UX Designer,10,72527.58
36,Male,Master's,Full Stack Developer,3,80652.77
35,Female,PhD,Sales Manager,1,102456.38
48,Male,Master's,Project Manager,7,113903.17
32,Male,High School,Machine Learning Engineer,4,60564.67
35,Male,High School,UX Designer,16,74886.17
31,Female,High School,Business Analyst,11,61854.15
46,Male,Master's,Research Scientist,12,121437.98
30,Female,High School,Full Stack Developer,4,46275.99
29,Male,High School,Software Engineer,9,70429.72
28,Female,Bachelor's,Financial Analyst,2,82998.93
27,Female,Bachelor's,Research Scientist,1,87118.18
26,Male,High School,Data Scientist,0,46027.55
28,Female,Master's,Customer Service Manager,2,57634.47
34,Female,Master's,Product Manager,2,89226.13
42,Female,Bachelor's,Content Writer,4,50138.83
52,Female,Bachelor's,Business Analyst,21,111591.53
54,Male,Master's,Business Analyst,7,97531.67
59,Male,Master's,Customer Service Manager,15,88703.43
20,Male,High School,HR Manager,1,43064.07
40,Male,PhD,UX Designer,7,117710.0
55,Female,Bachelor's,Network Engineer,32,155052.31
54,Male,Bachelor's,Financial Analyst,6,73949.01
48,Male,Master's,Network Engineer,14,118806.97
38,Female,PhD,Operations Manager,10,126520.17
22,Male,High School,Supply Chain Manager,3,45376.28
39,Male,PhD,Full Stack Developer,4,134434.11
50,Male,PhD,Research Scientist,8,141343.21
47,Female,Bachelor's,Data Engineer,16,113034.84
27,Female,Master's,DevOps Engineer,3,114453.23
40,Male,PhD,Machine Learning Engineer,4,149671.63
39,Female,Bachelor's,Data Engineer,16,97692.62
29,Male,Bachelor's,Data Scientist,3,86653.76
26,Male,High School,Research Scientist,3,54116.22
53,Male,PhD,Financial Analyst,12,142649.83
55,Male,Master's,HR Manager,13,103704.06
24,Male,Master's,Data Engineer,0,99141.49
47,Male,PhD,UX Designer,7,115232.96
53,Male,Master's,Graphic Designer,4,73110.76
55,Male,PhD,Sales Manager,10,141051.24
22,Female,Bachelor's,Operations Manager,0,55102.04
33,Female,High School,Product Manager,7,62688.57
38,Male,Master's,Network Engineer,8,106669.67
28,Female,Bachelor's,Supply Chain Manager,0,52985.63
58,Female,Master's,Business Analyst,16,126728.42
53,Female,Master's,Project Manager,0,78324.11
35,Male,PhD,Marketing Manager,4,98169.04
42,Male,PhD,DevOps Engineer,10,142511.76
51,Male,PhD,HR Manager,6,110081.57
34,Female,PhD,Data Engineer,2,131731.03
45,Female,Master's,Business Analyst,12,124402.05
36,Female,Master's,Account Manager,0,81454.34
42,Male,Master's,Full Stack Developer,3,114946.2
51,Male,Bachelor's,Data Engineer,21,132192.02
41,Female,Bachelor's,Data Analyst,15,95674.55
24,Male,Master's,HR Manager,0,72790.39
33,Male,High School,Backend Developer,9,76747.84
24,Female,Master's,Marketing Manager,0,78655.0
27,Female,Bachelor's,Marketing Manager,5,78276.96
49,Male,Bachelor's,Project Manager,18,107260.97
39,Female,Master's,Machine Learning Engineer,12,143884.43
26,Female,High School,Sales Manager,4,35650.26
32,Female,Master's,Marketing Manager,3,85286.9
63,Female,PhD,Project Manager,12,143385.37
62,Female,PhD,Backend Developer,11,151549.95
22,Female,High School,Customer Service Manager,4,32511.93
53,Female,Master's,Frontend Developer,11,130990.79
54,Male,PhD,Research Scientist,14,162462.72
22,Female,High School,Financial Analyst,4,52505.78
32,Female,Master's,Data Scientist,8,121517.77
28,Female,PhD,Data Scientist,0,120265.17
19,Male,High School,UX Designer,1,26923.31
49,Male,PhD,Supply Chain Manager,1,93947.34
24,Male,High School,Research Scientist,4,51437.44
31,Female,Bachelor's,Supply Chain Manager,4,58411.37
33,Male,High School,Data Analyst,6,64385.95
34,Male,High School,HR Manager,3,42502.44
33,Female,High School,Machine Learning Engineer,0,52830.79
58,Male,PhD,Research Scientist,5,127896.95
52,Male,Master's,Backend Developer,27,162265.69
37,Male,Bachelor's,Full Stack Developer,5,85330.81
46,Male,PhD,Operations Manager,9,110386.43
52,Male,PhD,Frontend Developer,22,164774.8
55,Male,PhD,Project Manager,4,104561.66
27,Female,High School,Data Scientist,0,49996.88
32,Female,Master's,Business Analyst,7,100939.17
44,Female,Bachelor's,Data Engineer,22,124019.0
23,Male,High School,DevOps Engineer,5,52262.91
36,Female,PhD,Machine Learning Engineer,4,134450.71
33,Female,High School,Account Manager,12,57577.28
32,Female,Master's,Operations Manager,5,82437.58
32,Male,PhD,Supply Chain Manager,0,101697.25
33,Female,High School,Network Engineer,15,80783.69
37,Male,Bachelor's,Supply Chain Manager,3,75732.44
32,Female,PhD,Product Manager,0,110349.05
20,Female,High School,Account Manager,1,34422.4
42,Female,Bachelor's,Machine Learning Engineer,3,83063.01
34,Female,Bachelor's,Full Stack Developer,3,72931.93
32,Male,Bachelor's,Data Analyst,6,78012.81
21,Male,High School,Marketing Manager,1,46917.43
64,Male,PhD,UX Designer,34,180057.34
55,Male,Bachelor's,HR Manager,31,124306.99
46,Male,Master's,Data Analyst,19,126121.37
55,Female,PhD,Data Analyst,20,150714.83
30,Female,Master's,Financial Analyst,0,84493.4
35,Male,High School,Financial Analyst,10,68118.39
48,Female,Master's,Data Analyst,22,131534.06
40,Male,Bachelor's,Data Engineer,2,82318.44
31,Female,PhD,Business Analyst,0,95836.33
19,Female,High School,Business Analyst,1,44372.04
22,Female,High School,Network Engineer,1,58688.05
25,Male,High School,Operations Manager,7,64531.62
29,Female,High School,Account Manager,1,28698.58
35,Male,High School,Business Analyst,15,73624.48
60,Female,PhD,Backend Developer,14,150052.19
47,Male,PhD,Data Scientist,7,159518.76
46,Male,Bachelor's,Research Scientist,21,120800.98
31,Female,PhD,Customer Service Manager,3,97031.21
29,Male,Bachelor's,Account Manager,7,78557.44
46,Female,Master's,Backend Developer,6,113886.08
18,Female,High School,Supply Chain Manager,0,33844.7
18,Male,High School,Data Analyst,0,46556.88
26,Female,Master's,Account Manager,1,76745.63
40,Female,Bachelor's,Full Stack Developer,4,75083.39
26,Male,High School,Full Stack Developer,8,55720.56
38,Female,Master's,DevOps Engineer,7,116256.07
55,Female,Bachelor's,Customer Service Manager,17,82711.98
19,Female,High School,Customer Service Manager,1,41040.71
24,Male,High School,Project Manager,1,38178.09
29,Male,Bachelor's,Data Scientist,5,99016.49
35,Female,PhD,Data Scientist,0,126536.43
41,Female,Master's,Data Analyst,12,127116.68
59,Female,PhD,Machine Learning Engineer,1,141257.43
30,Male,PhD,Machine Learning Engineer,0,136402.54
27,Female,High School,Software Engineer,0,53285.75
40,Male,Master's,UX Designer,6,92059.88
31,Female,PhD,Supply Chain Manager,0,88726.8
58,Female,Master's,Operations Manager,29,148617.81
34,Female,Master's,Supply Chain Manager,6,80309.7
30,Female,Bachelor's,Graphic Designer,0,52723.84
40,Female,Bachelor's,Data Scientist,10,98224.13
47,Female,Master's,Content Writer,8,84047.02
27,Female,High School,Business Analyst,9,49076.87
50,Male,Bachelor's,Frontend Developer,14,100443.48
54,Male,Master's,Backend Developer,20,143872.38
20,Female,High School,Data Analyst,1,35247.36
40,Male,Master's,Financial Analyst,15,126009.27
31,Male,Bachelor's,Financial Analyst,9,87436.73
65,Male,PhD,Research Scientist,20,165476.66
25,Female,Bachelor's,Software Engineer,2,69631.69
58,Male,Master's,DevOps Engineer,2,88279.79
20,Female,High School,Product Manager,2,42880.26
60,Female,Master's,Data Analyst,23,139592.35
46,Male,PhD,UX Designer,4,103832.66
51,Female,PhD,Account Manager,15,123041.79
23,Male,High School,Project Manager,2,59468.97
21,Female,High School,Data Engineer,1,38773.35
37,Male,Master's,Graphic Designer,6,81335.38
20,Female,High School,Research Scientist,0,34250.33
34,Female,High School,Graphic Designer,1,25473.19
36,Female,Master's,Financial Analyst,9,107429.78
39,Male,Master's,Frontend Developer,11,105259.48
50,Female,Bachelor's,DevOps Engineer,23,148682.7
29,Male,High School,DevOps Engineer,8,59274.94
54,Male,PhD,Research Scientist,7,122543.73
48,Male,Bachelor's,Account Manager,21,104325.42
31,Female,Master's,Backend Developer,1,102814.92
53,Male,Bachelor's,Frontend Developer,12,97289.98
59,Male,Master's,Marketing Manager,30,157895.01
31,Male,High School,Data Analyst,0,49321.66
55,Male,PhD,Machine Learning Engineer,11,172374.52
40,Female,Bachelor's,UX Designer,3,55952.12
20,Female,High School,Frontend Developer,2,39227.55
56,Female,PhD,Project Manager,23,162597.35
54,Male,Bachelor's,Software Engineer,5,71598.38
53,Female,Master's,Frontend Developer,12,121941.89
30,Female,Master's,Full Stack Developer,1,111476.29
27,Female,Master's,UX Designer,3,76203.95
24,Male,Bachelor's,Backend Developer,2,82711.91
60,Male,Master's,DevOps Engineer,20,146628.44
55,Male,Master's,Sales Manager,28,152673.33
40,Male,Master's,Graphic Designer,3,74357.04
23,Male,Bachelor's,Software Engineer,0,75035.78
29,Male,PhD,Project Manager,1,116722.16
61,Female,PhD,Project Manager,8,120777.77
21,Female,High School,Full Stack Developer,3,51689.28
31,Male,Master's,Supply Chain Manager,5,107191.42
26,Male,Bachelor's,Data Engineer,2,69257.54
28,Female,High School,Product Manager,0,51309.74
36,Male,Master's,Content Writer,8,75811.29
42,Male,PhD,Business Analyst,10,120439.25
37,Male,PhD,Supply Chain Manager,7,112997.73
34,Male,High School,Backend Developer,6,58837.48
33,Male,High School,Data Scientist,6,56807.45
65,Female,PhD,Full Stack Developer,15,164074.56
41,Female,Bachelor's,Graphic Designer,7,52782.03
50,Female,PhD,Project Manager,17,148338.59
25,Female,High School,Backend Developer,1,53217.11
35,Female,PhD,UX Designer,2,103391.99
29,Female,High School,Customer Service Manager,11,68722.04
54,Male,PhD,Software Engineer,21,187921.56
41,Male,Master's,Backend Developer,16,146510.77
44,Female,Master's,Frontend Developer,13,123877.0
53,Male,PhD,Business Analyst,8,114149.2
27,Female,High School,Financial Analyst,7,58261.49
35,Male,Bachelor's,Account Manager,12,79020.12
18,Male,High School,Network Engineer,0,37552.22
46,Male,Master's,Content Writer,17,107738.92
32,Female,Bachelor's,Customer Service Manager,8,68423.71
40,Female,Bachelor's,UX Designer,5,61564.8
22,Male,Bachelor's,Network Engineer,0,68505.33
34,Female,High School,Data Scientist,12,80990.24
37,Female,Bachelor's,Supply Chain Manager,1,65900.97
30,Female,High School,Marketing Manager,10,70309.27
20,Female,High School,Software Engineer,0,30618.01
35,Male,High School,Supply Chain Manager,4,39973.52
44,Male,Master's,Project Manager,13,110806.51
53,Male,Master's,Business Analyst,6,104037.83
46,Male,PhD,Financial Analyst,13,139738.03
63,Female,PhD,Project Manager,17,155259.36
46,Female,Bachelor's,Supply Chain Manager,0,52336.92
51,Male,PhD,Frontend Developer,17,155279.5
42,Female,PhD,Full Stack Developer,7,162463.89
27,Male,High School,Content Writer,5,44040.91
35,Female,Bachelor's,Operations Manager,13,89707.8
27,Female,Bachelor's,Account Manager,1,59868.65
25,Female,Bachelor's,Backend Developer,3,67963.93
45,Male,Master's,UX Designer,4,84706.95
26,Female,High School,Research Scientist,3,39473.38
48,Male,PhD,UX Designer,20,140830.08
21,Male,High School,Machine Learning Engineer,3,58708.46
22,Male,Bachelor's,Sales Manager,0,62994.77
19,Female,High School,Sales Manager,1,54527.24
36,Female,PhD,Machine Learning Engineer,8,156994.68
41,Female,Master's,Account Manager,16,111482.65
60,Male,Master's,Project Manager,10,102146.7
57,Female,Master's,Frontend Developer,16,125462.31
43,Male,Bachelor's,Data Engineer,4,76776.72
50,Male,Master's,Full Stack Developer,5,101150.78
18,Male,High School,HR Manager,0,31577.55
30,Female,Master's,Account Manager,0,61919.79
26,Male,Bachelor's,DevOps Engineer,2,63842.83
42,Female,Master's,DevOps Engineer,13,116719.89
44,Male,PhD,Operations Manager,6,122206.07
35,Male,Master's,Marketing Manager,4,103097.84
49,Female,PhD,Supply Chain Manager,18,152960.46
41,Male,PhD,Financial Analyst,2,105652.59
27,Male,Bachelor's,Marketing Manager,4,78814.69
28,Male,Master's,Data Engineer,0,107772.83
55,Female,PhD,UX Designer,21,147867.34
47,Female,Bachelor's,Customer Service Manager,12,89535.43
50,Female,PhD,Data Engineer,9,150868.97
32,Female,Bachelor's,Customer Service Manager,10,76897.25
49,Female,Bachelor's,Full Stack Developer,17,111945.48
35,Female,High School,Sales Manager,13,63532.11
29,Female,High School,Supply Chain Manager,7,44404.18
46,Male,Bachelor's,Supply Chain Manager,11,90338.76
24,Female,High School,Data Engineer,3,54856.88
